bike_station_id,yelp_id,venue_name,category,address,distance,price,rating,total_ratings
3847,-ZrkUsV1EL_z1oEV5kG1Iw,Lake Effect,Cocktail Bars,155 W 200 S,821.9885992944589,2.0,4.0,690
3847,uL4uShSRncvS1niYtNcviA,Studio at Soundwell,Pizza,149 W 200th S,835.3971505672122,,4.7,6
3847,kRRn8aWc_8FX-SoupV4HmQ,Sky SLC,Venues & Event Spaces,149 Pierpont Ave,836.8331118767351,2.0,2.7,120
3847,NxxMJl4nyelgy7w1ZK3juw,Trellis,Lounges,149 Pierpont Ave,836.8331118767351,,5.0,1
3847,T98wzZBB1KfwhlzOm346mA,Soundwell,Bars,149 W 200 S,837.6997298537027,,3.6,24
3847,M8AA09gEzKlSdCoCbHRUqw,The Moose Lounge,Dance Clubs,180 W 400th S,869.1513414780957,2.0,2.2,27
3847,iho_nJ1rcUMPrrMReUyBAg,Ibiza Ultra-Lounge,Dance Clubs,180W 400S,887.5127155632666,,2.4,14
3847,8cgpzIB6jLgNcC2xVvo68A,Dubaiut,Lounges,180 W 400th S,890.2304652481733,,2.3,3
3847,GUtSRSRTWB7CpRHXZNvFTw,Neutral Ground,Southern,122 Pierpont Ave,898.775264034609,,4.7,54
3847,2LkEMs70jiYQj7-FBnIasA,Karma,Dance Clubs,122 Pierpont Ave,899.6050618239743,,1.0,3
3847,o61YFtgc7uekFG_w7GFUAA,Level Crossing Brewing Company,Pizza,550 S 300 W,908.0730711887757,2.0,4.5,41
3847,78zR_lurEsQaE1fZRv7SOg,Melancholy,Wine Bars,556 S Gale St,924.0135546940769,,5.0,1
3847,vJJ6enMnFiArmq5ImiLI-A,Spritz!,Cocktail Bars,110 W 300th S,948.4153969206515,,5.0,2
3847,eHldIMxNfWwJGYr_oqrvLg,Toro Rosa,Tapas/Small Plates,110 W 300th S,951.1417491139524,,2.7,7
3847,0V4ozXqsyYJZUSsOhg-wFA,Spritz,Bars,110 W Broadway,954.3387898455552,,0.0,0
3847,t1EBdC_OVz4ejzVBD5MbMg,Contribution Cocktail Lounge,Bars,170 S W Temple St,960.0540585001272,,4.0,6
3847,x3bBfBbfsF_GGG1UZ5spGA,Gracie's,Bars,326 S West Temple St,999.974436075056,2.0,3.2,727
3847,8N9wVU3ndGDCMRBQe0WDUQ,Homecoming Southern Kitchen & Bar,Southern,77 W 200th S,1020.1675296394687,,2.4,62
3847,U-DeCR_5xax4KvfX20zmgg,Spencer's For Steaks and Chops Salt Lake City,Steakhouses,255 S West Temple,1026.0585022604178,4.0,3.4,318
3847,a4_paFAxVFUQwShxnCIFPg,The Vault,Cocktail Bars,25 W 200th S,1053.0041910743973,3.0,3.5,26
3847,i-5idxuSe775AJ1bLaWohQ,Caffé Molise,Italian,404 S West Temple,1053.3243185364365,3.0,4.0,941
3847,x78hPktla-cp6Swjdk4leg,Destinations,Lounges,75 South West Temple,1055.006316895463,2.0,4.5,4
3847,KT8sIEg-M8ohNWmXSjrGjQ,BTG Wine Bar,Wine Bars,404 S West Temple,1063.1454017931078,2.0,4.1,297
3847,DJYuzDKS__pFhf7Ogf5h_w,Varley,Cocktail Bars,63 W 100th S,1070.1644835432035,2.0,4.0,96
3847,pjfuKmUeJkWg_s1EcI98mw,The Red Door,Cocktail Bars,57 West 200 S,1088.363612908974,2.0,3.9,181
3847,XDUlenDAc_hy7FesXFbeTg,Ivy & Varley,Bars,55 W 100th S,1093.0490635777674,2.0,4.1,436
3847,Cp83E-7HKrIGFfD5a4U3FQ,evo Hotel Crown Bar,Bars,660 S 400th W,1110.590455790989,,4.0,1
2257,DB862rqt1NTTxA6ZW1Lkmw,HandoSake,Sushi Bars,222 S Main St,52.57832092225722,,4.9,13
2257,9HkX5SV_vuuFc5A6bxKBeQ,The Vault,Cocktail Bars,202 S Main St,90.03541850458241,,0.0,0
2257,305sr-HT796zcCw56s50vw,the people lounge,Lounges,268 S Main St,124.53971125813115,,5.0,1
2257,5xS9pkX8s0PaQUl5ade2VA,Mi Buena Vida Slc,Mexican,170 S Main St,132.4746787080779,,5.0,1
2257,pjfuKmUeJkWg_s1EcI98mw,The Red Door,Cocktail Bars,57 West 200 S,152.94288216872263,2.0,3.9,181
2257,YqRg1CJC3fLrq-yKrhTf4g,From Scratch,Pizza,62 E Gallivan Ave,153.86563021939637,2.0,3.8,574
2257,Nvh-7Lh34TrJMPE2uuQkRQ,Boomerangs,Irish Pub,160 S Main St,154.7846730615047,1.0,3.3,106
2257,25tX-u_519LRI1KVNbVkwg,Ruin,Lounges,159 S Main St,155.2697419748175,2.0,4.3,168
2257,CjWP56XbGSxXUN-iTULgEg,Coterie,Coffee & Tea,69 E Gallivan Ave,165.24126716791415,,4.7,3
2257,a4_paFAxVFUQwShxnCIFPg,The Vault,Cocktail Bars,25 W 200th S,183.1502822778684,3.0,3.5,26
2257,LG74oPpPHqzqaHojcRz2eA,Junior's Tavern,Pubs,30 E 300th S,200.5138330179878,1.0,3.6,70
2257,U-DeCR_5xax4KvfX20zmgg,Spencer's For Steaks and Chops Salt Lake City,Steakhouses,255 S West Temple,212.51803000800692,4.0,3.4,318
2257,8N9wVU3ndGDCMRBQe0WDUQ,Homecoming Southern Kitchen & Bar,Southern,77 W 200th S,214.4028632169618,,2.4,62
2257,i-HvyjGBKREEMLQoNxH0RQ,Cheers To You,Dive Bars,315 S Main St,217.66307282591097,1.0,2.4,291
2257,TztukoGDLX6ObjpRZxj83g,The Temerario Club,Cocktail Bars,315 S Main St,217.66307282591097,,0.0,0
2257,3IytuITEv_kYmi_cwgda0Q,Monarca Dining,Mexican,268 S State St,220.96644520206033,2.0,4.2,199
2257,gWtVOApXq3xaA9Y-iAMgUA,London Belle,Bars,321 Main St,229.20717702351925,2.0,4.1,308
2257,iC07-jSfyOWxKBqYH658kw,White Horse,Cocktail Bars,325 S Main St,233.9150050103343,2.0,4.5,1320
2257,pfyNG7R2Dcc0iSf5R1RaCg,Whiskey Street,New American,323 S Main St,238.95092747802482,2.0,4.1,1521
2257,gtFuq1rgDf0aZvb6-ilaSA,999 Steuben’s Uptown,Diners,323 S Main St,239.78657933665156,,0.0,0
2257,m-7rn9RWSK4Ep8hjilyPqQ,Beerhive Pub,Pubs,128 S Main St,242.65222628136257,2.0,4.0,504
